Transaction ID,Fraud Risk Score,Risk Category,Predicted Typology,Typology Probability Distribution,Key Risk Drivers
TXNGMMVKKT0L0OI9JVE,97.86,Critical Risk,Funnel Account Network,"{'Funnel Account Network': 39.34, 'Money Mule Network': 18.26, 'Rapid Multi-Hop Layering': 15.34}",SHAP subsample limit
TXN408TCOXIXG1NNTUA,36.6,High Risk,Funnel Account Network,"{'Funnel Account Network': 54.92, 'Charity Abuse': 33.08, 'Structuring (Smurfing)': 11.44}",SHAP subsample limit
TXNX1E9BEPR7X0BWQSB,6.28,Low Risk,Money Mule Network,"{'Money Mule Network': 44.03, 'Circular Transaction Loop': 25.07, 'Rapid Multi-Hop Layering': 10.91}",SHAP subsample limit
TXNN5O9I07G5FBB56E7,0.11,Low Risk,Funnel Account Network,"{'Funnel Account Network': 83.76, 'Charity Abuse': 11.67, 'Pass-Through Transit Hub': 3.62}",SHAP subsample limit
TXNK7P3M2HZJVE6TTRD,97.96,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 90.64, 'Rapid Multi-Hop Layering': 4.86, 'Circular Transaction Loop': 3.73}",SHAP subsample limit
TXNBIR0TRQQR3FJO9TP,0.13,Low Risk,Charity Abuse,"{'Charity Abuse': 78.78, 'Funnel Account Network': 16.96, 'Structuring (Smurfing)': 3.17}",SHAP subsample limit
TXNCS5LIIYJJUM4YE4Y,0.14,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 47.77, 'Money Mule Network': 23.66, 'Funnel Account Network': 18.04}",SHAP subsample limit
TXNJ0GETMWB2ZUWYNHY,0.04,Low Risk,Money Mule Network,"{'Money Mule Network': 55.23, 'Funnel Account Network': 19.01, 'Rapid Multi-Hop Layering': 13.22}",SHAP subsample limit
TXNBFGQSFSOCVDEJG5K,97.66,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 88.51, 'Rapid Multi-Hop Layering': 6.12, 'Circular Transaction Loop': 3.94}",SHAP subsample limit
TXNAMSD5S98KU2ZT1U2,1.1,Low Risk,Money Mule Network,"{'Money Mule Network': 45.73, 'Rapid Multi-Hop Layering': 35.67, 'Charity Abuse': 7.64}",SHAP subsample limit
TXNIULZ4IRU0K3IQTVV,0.12,Low Risk,Charity Abuse,"{'Charity Abuse': 67.09, 'Funnel Account Network': 27.11, 'Structuring (Smurfing)': 2.68}",SHAP subsample limit
TXNLTCQ9CAG3S3NGM1U,31.66,High Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 42.57, 'Circular Transaction Loop': 24.29, 'Underground Banking (Hawala)': 20.23}",SHAP subsample limit
TXN7TZ1V513O8FYZ0FP,0.0,Low Risk,Charity Abuse,"{'Charity Abuse': 73.36, 'Funnel Account Network': 11.04, 'Third-Party Payment Web': 7.98}",SHAP subsample limit
TXNKK2HRNTJWY0MGERS,0.35,Low Risk,Money Mule Network,"{'Money Mule Network': 39.33, 'Rapid Multi-Hop Layering': 25.74, 'Funnel Account Network': 23.17}",SHAP subsample limit
TXN1BUE8QWSIMUFS1PF,0.11,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 94.22, 'Funnel Account Network': 5.21, 'Charity Abuse': 0.27}",SHAP subsample limit
TXNGUQ21TZRA3IX5RAE,0.57,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 41.0, 'Money Mule Network': 23.19, 'Structuring (Smurfing)': 22.91}",SHAP subsample limit
TXNJNTYEL778POXYB6G,0.08,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 92.85, 'Funnel Account Network': 5.35, 'Pass-Through Transit Hub': 0.59}",SHAP subsample limit
TXNQPF3T3N6T0C603FH,0.12,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 95.93, 'Funnel Account Network': 2.59, 'Pass-Through Transit Hub': 1.19}",SHAP subsample limit
TXN9SXZFSQDOZNZDYMC,99.47,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.94, 'Pass-Through Transit Hub': 0.02, 'Funnel Account Network': 0.01}",SHAP subsample limit
TXNVKVTY3AXIEU3HLC0,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 71.38, 'Structuring (Smurfing)': 17.86, 'Charity Abuse': 6.54}",SHAP subsample limit
TXNJIWB7AVFQ9PJQX9K,98.36,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.9, 'Third-Party Payment Web': 0.03, 'Charity Abuse': 0.02}",SHAP subsample limit
TXNH6WJ367M04P41XYN,0.1,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 98.91, 'Money Mule Network': 0.47, 'Rapid Multi-Hop Layering': 0.3}",SHAP subsample limit
TXN96CDM9WM6PTYJWHG,0.11,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 36.48, 'Structuring (Smurfing)': 31.96, 'Money Mule Network': 16.23}",SHAP subsample limit
TXNAGT6XJQILENVXEF2,97.76,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.93, 'Funnel Account Network': 0.02, 'Pass-Through Transit Hub': 0.02}",SHAP subsample limit
TXNSHQI46WTN6E3SRY5,0.11,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.46, 'Funnel Account Network': 0.36, 'Charity Abuse': 0.07}",SHAP subsample limit
TXN0K59JHG95WO7ZZCU,0.09,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 94.82, 'Funnel Account Network': 4.9, 'Charity Abuse': 0.1}",SHAP subsample limit
TXN4SONGZ5VPLJAPRTA,91.74,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.62, 'Charity Abuse': 0.11, 'Third-Party Payment Web': 0.11}",SHAP subsample limit
TXNBOU1XVYP34G62OO9,0.15,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 90.58, 'Funnel Account Network': 8.83, 'Charity Abuse': 0.48}",SHAP subsample limit
TXNPCSSCKO3R08OSOCW,0.14,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 83.45, 'Funnel Account Network': 9.93, 'Charity Abuse': 5.02}",SHAP subsample limit
TXNWZXQDMCO538XIVLE,0.04,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 96.32, 'Funnel Account Network': 2.84, 'Charity Abuse': 0.75}",SHAP subsample limit
TXNT647QPVW700KOPVN,0.02,Low Risk,Money Mule Network,"{'Money Mule Network': 67.52, 'Rapid Multi-Hop Layering': 16.13, 'Funnel Account Network': 9.64}",SHAP subsample limit
TXND0CGGNTAFTXUZ62A,0.1,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 62.62, 'Funnel Account Network': 36.25, 'Charity Abuse': 0.94}",SHAP subsample limit
TXNLBYAHFQJ2Z0ZID4X,0.07,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 58.07, 'Rapid Multi-Hop Layering': 23.24, 'Money Mule Network': 10.44}",SHAP subsample limit
TXNOG8365UB5PGLRQVA,0.52,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 96.94, 'Funnel Account Network': 2.73, 'Pass-Through Transit Hub': 0.14}",SHAP subsample limit
TXN6GEGLEUPZ1IA2ZSN,0.27,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 97.55, 'Funnel Account Network': 2.14, 'Charity Abuse': 0.13}",SHAP subsample limit
TXNXFHC1S5USLLY6CHD,0.17,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 58.46, 'Money Mule Network': 15.28, 'Structuring (Smurfing)': 11.07}",SHAP subsample limit
TXNN3X5KAULHRZQKBAR,0.1,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 98.88, 'Funnel Account Network': 0.68, 'Charity Abuse': 0.25}",SHAP subsample limit
TXNX2RM0SCQYHGASIDJ,0.13,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 75.81, 'Rapid Multi-Hop Layering': 17.56, 'Money Mule Network': 4.01}",SHAP subsample limit
TXNV7N9DPPI56EPR9JZ,0.01,Low Risk,Funnel Account Network,"{'Funnel Account Network': 63.81, 'Charity Abuse': 24.6, 'Structuring (Smurfing)': 11.08}",SHAP subsample limit
TXNYMS9HY6CX652PTYA,96.84,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.99, 'Charity Abuse': 0.0, 'Circular Transaction Loop': 0.0}",SHAP subsample limit
TXN0DHK5SO4B54QE395,0.05,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 48.27, 'Structuring (Smurfing)': 28.54, 'Money Mule Network': 11.14}",SHAP subsample limit
TXNVIWL9UF4062R5ZA4,70.28,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.49, 'Third-Party Payment Web': 0.17, 'Funnel Account Network': 0.16}",SHAP subsample limit
TXNVIWX057Q5RIQY6EX,0.35,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 86.68, 'Money Mule Network': 4.15, 'Charity Abuse': 3.73}",SHAP subsample limit
TXN1UXYLCFTUQ00OO47,0.12,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 95.91, 'Funnel Account Network': 2.98, 'Charity Abuse': 0.78}",SHAP subsample limit
TXN4MT253GMCZ8IJUX9,0.15,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.64, 'Funnel Account Network': 0.34, 'Charity Abuse': 0.02}",SHAP subsample limit
TXNST9YXZHYAGIFWYSB,0.16,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 67.15, 'Money Mule Network': 12.76, 'Funnel Account Network': 10.18}",SHAP subsample limit
TXN7Y6D6K2DL0WR7RDQ,64.24,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.99, 'Charity Abuse': 0.0, 'Circular Transaction Loop': 0.0}",SHAP subsample limit
TXNJIN3A2MFCNVVQGF5,90.31,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.99, 'Charity Abuse': 0.0, 'Circular Transaction Loop': 0.0}",SHAP subsample limit
TXNSC4UHPJNU9MATT2I,0.05,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.92, 'Charity Abuse': 0.03, 'Funnel Account Network': 0.02}",SHAP subsample limit
TXNX1WM433PD7JA8G38,0.16,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 97.72, 'Funnel Account Network': 2.05, 'Charity Abuse': 0.11}",SHAP subsample limit
TXNZO0OXCATRVRP4WK9,86.48,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.94, 'Third-Party Payment Web': 0.02, 'Charity Abuse': 0.01}",SHAP subsample limit
TXNWMDREVFWJWXTDAL1,0.14,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 46.76, 'Rapid Multi-Hop Layering': 46.34, 'Money Mule Network': 5.55}",SHAP subsample limit
TXNVILVTQFKT22J5XJA,0.02,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 45.07, 'Rapid Multi-Hop Layering': 34.96, 'Money Mule Network': 11.32}",SHAP subsample limit
TXNC8D4N0NO6ABNGR0E,0.02,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 97.68, 'Funnel Account Network': 1.6, 'Charity Abuse': 0.66}",SHAP subsample limit
TXN862IEE1ZDZ6EC9WD,83.28,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.94, 'Charity Abuse': 0.02, 'Funnel Account Network': 0.02}",SHAP subsample limit
TXNDD86JC5LK07I25Z3,0.33,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 98.75, 'Funnel Account Network': 0.98, 'Charity Abuse': 0.22}",SHAP subsample limit
TXNJ8V1RLHCCCSZJ8SP,1.85,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.83, 'Third-Party Payment Web': 0.06, 'Money Mule Network': 0.04}",SHAP subsample limit
TXNVYL6KRTYXHW31LA9,88.33,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.95, 'Charity Abuse': 0.02, 'Funnel Account Network': 0.01}",SHAP subsample limit
TXN4MRI9JJCLC4VI1WY,91.24,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.91, 'Charity Abuse': 0.04, 'Third-Party Payment Web': 0.02}",SHAP subsample limit
TXNVGM9MCM8U2ZQ19SB,0.04,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 41.52, 'Structuring (Smurfing)': 25.62, 'Money Mule Network': 23.7}",SHAP subsample limit
TXN0S79TW97WX5MINZC,0.1,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 72.52, 'Charity Abuse': 22.43, 'Funnel Account Network': 4.38}",SHAP subsample limit
TXNREMT9PQLMB749ZIC,0.13,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 97.65, 'Funnel Account Network': 1.6, 'Charity Abuse': 0.7}",SHAP subsample limit
TXN302PCDOM7ZFS0RDM,1.73,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 97.93, 'Charity Abuse': 0.85, 'Funnel Account Network': 0.44}",SHAP subsample limit
TXNSX7CIEK8NHMC53KN,2.15,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 69.45, 'Funnel Account Network': 18.8, 'Charity Abuse': 7.64}",SHAP subsample limit
TXN6NQOQ5FQJU5XEHLA,0.15,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 87.51, 'Charity Abuse': 7.72, 'Funnel Account Network': 4.18}",SHAP subsample limit
TXN0AE8K7PCVMK1I4TQ,0.18,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 95.72, 'Funnel Account Network': 3.08, 'Charity Abuse': 0.96}",SHAP subsample limit
TXNKKCCJ8J3GGWD5JXA,0.06,Low Risk,Funnel Account Network,"{'Funnel Account Network': 75.78, 'Structuring (Smurfing)': 21.06, 'Charity Abuse': 2.38}",SHAP subsample limit
TXNFK42GP3MWY7JK44A,0.14,Low Risk,Money Mule Network,"{'Money Mule Network': 33.83, 'Rapid Multi-Hop Layering': 32.76, 'Structuring (Smurfing)': 18.12}",SHAP subsample limit
TXN8APNH221YBNBMX31,0.15,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 89.04, 'Funnel Account Network': 7.79, 'Charity Abuse': 2.8}",SHAP subsample limit
TXN71ILF9A69QFTV4DN,0.01,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 54.47, 'Money Mule Network': 18.49, 'Third-Party Payment Web': 7.6}",SHAP subsample limit
TXNLYCAETUOOL8Q3GKO,0.01,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.97, 'Charity Abuse': 0.01, 'Funnel Account Network': 0.01}",SHAP subsample limit
TXNQ9N9U9YZX6CNUFN7,0.11,Low Risk,Money Mule Network,"{'Money Mule Network': 49.18, 'Rapid Multi-Hop Layering': 39.87, 'Pass-Through Transit Hub': 4.02}",SHAP subsample limit
TXN20OTLBKRCK5TWCAJ,0.24,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.73, 'Charity Abuse': 0.1, 'Third-Party Payment Web': 0.06}",SHAP subsample limit
TXN1M9U9TGOXPHJ542W,0.01,Low Risk,Money Mule Network,"{'Money Mule Network': 55.09, 'Rapid Multi-Hop Layering': 30.34, 'Third-Party Payment Web': 12.39}",SHAP subsample limit
TXN6VTRQXN3MZ90HPC8,0.06,Low Risk,Funnel Account Network,"{'Funnel Account Network': 99.02, 'Structuring (Smurfing)': 0.44, 'Charity Abuse': 0.32}",SHAP subsample limit
TXN0BNBI87QCXH5ZJ3I,0.13,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 44.41, 'Money Mule Network': 29.48, 'Pass-Through Transit Hub': 22.77}",SHAP subsample limit
TXNTYDI0P8WZM02J0JQ,99.22,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.84, 'Pass-Through Transit Hub': 0.05, 'Rapid Multi-Hop Layering': 0.03}",SHAP subsample limit
TXNVKHE9X19TY5XSHTK,99.86,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.97, 'Funnel Account Network': 0.02, 'Charity Abuse': 0.01}",SHAP subsample limit
TXNANSJRWISTUI2EJ2G,0.03,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 91.86, 'Funnel Account Network': 7.58, 'Charity Abuse': 0.25}",SHAP subsample limit
TXN5XMFBMZ5M7CVUKYH,0.04,Low Risk,Money Mule Network,"{'Money Mule Network': 47.14, 'Rapid Multi-Hop Layering': 39.57, 'Third-Party Payment Web': 5.65}",SHAP subsample limit
TXNW653RSKN2SM66669,99.83,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.91, 'Funnel Account Network': 0.02, 'Money Mule Network': 0.02}",SHAP subsample limit
TXNDTZS6GLPCQ7S0BLQ,45.61,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 85.24, 'Rapid Multi-Hop Layering': 8.17, 'Circular Transaction Loop': 4.89}",SHAP subsample limit
TXNHUBNX86RR2P261SI,98.32,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.82, 'Charity Abuse': 0.07, 'Funnel Account Network': 0.03}",SHAP subsample limit
TXNRL4I94FVWRQWQDVF,0.06,Low Risk,Funnel Account Network,"{'Funnel Account Network': 65.29, 'Rapid Multi-Hop Layering': 14.71, 'Money Mule Network': 10.91}",SHAP subsample limit
TXN7I51H1YHQY1ID52V,0.16,Low Risk,Funnel Account Network,"{'Funnel Account Network': 45.99, 'Structuring (Smurfing)': 31.8, 'Pass-Through Transit Hub': 10.92}",SHAP subsample limit
TXNIB5QKTXAWERC5DBE,0.0,Low Risk,Funnel Account Network,"{'Funnel Account Network': 46.39, 'Money Mule Network': 37.76, 'Rapid Multi-Hop Layering': 7.76}",SHAP subsample limit
TXNNOTO40RXLBHC8R2Y,2.05,Low Risk,Funnel Account Network,"{'Funnel Account Network': 38.13, 'Money Mule Network': 28.22, 'Charity Abuse': 19.09}",SHAP subsample limit
TXN4B3GU3NK407K2D3G,0.0,Low Risk,Funnel Account Network,"{'Funnel Account Network': 59.19, 'Charity Abuse': 37.32, 'Money Mule Network': 2.51}",SHAP subsample limit
TXN8WPCHHWPUSA2R6I2,0.04,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 90.61, 'Funnel Account Network': 8.43, 'Money Mule Network': 0.31}",SHAP subsample limit
TXNPW2T90OY51N5P6NI,55.21,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 90.93, 'Rapid Multi-Hop Layering': 4.83, 'Circular Transaction Loop': 3.79}",SHAP subsample limit
TXNXJ2HIYGLKSG4OFMI,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 60.43, 'Pass-Through Transit Hub': 32.53, 'Structuring (Smurfing)': 3.25}",SHAP subsample limit
TXNEDSSOPRD41XCGJRQ,0.11,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 52.84, 'Money Mule Network': 38.37, 'Funnel Account Network': 3.56}",SHAP subsample limit
TXNNCPUV7R3F6VCMCKN,98.48,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 81.93, 'Rapid Multi-Hop Layering': 9.08, 'Circular Transaction Loop': 6.51}",SHAP subsample limit
TXNKQHQBF9ZK6SCIYES,11.01,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 36.78, 'Structuring (Smurfing)': 27.06, 'Third-Party Payment Web': 17.74}",SHAP subsample limit
TXN16ZKXPM8IGO6P2WL,0.06,Low Risk,Pass-Through Transit Hub,"{'Pass-Through Transit Hub': 75.5, 'Funnel Account Network': 13.23, 'Rapid Multi-Hop Layering': 7.57}",SHAP subsample limit
TXNFA1272E35WUDCSGA,99.46,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.51, 'Pass-Through Transit Hub': 0.42, 'Funnel Account Network': 0.03}",SHAP subsample limit
TXN38V765WKCAZJFWSS,0.03,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 91.59, 'Funnel Account Network': 4.98, 'Pass-Through Transit Hub': 1.94}",SHAP subsample limit
TXN9DZC58AREDOUJLFK,0.1,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 71.85, 'Funnel Account Network': 26.97, 'Charity Abuse': 0.81}",SHAP subsample limit
TXN0O5Q9X80MP1V5HLG,99.55,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.73, 'Funnel Account Network': 0.14, 'Charity Abuse': 0.07}",SHAP subsample limit
TXNAL6H3GUGBNRA80IG,0.06,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.31, 'Pass-Through Transit Hub': 0.39, 'Charity Abuse': 0.11}",SHAP subsample limit
TXNSX1MD7YBS8UV15EW,0.22,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 97.79, 'Funnel Account Network': 1.43, 'Charity Abuse': 0.51}",SHAP subsample limit
TXN32D2VL6SARX267SX,0.11,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 42.69, 'Money Mule Network': 33.85, 'Structuring (Smurfing)': 11.09}",SHAP subsample limit
TXNO9YT765A3ZXPX8CN,99.5,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.95, 'Funnel Account Network': 0.02, 'Charity Abuse': 0.01}",SHAP subsample limit
TXNDR01WZJ8QD8FPY8M,0.1,Low Risk,Money Mule Network,"{'Money Mule Network': 60.11, 'Rapid Multi-Hop Layering': 22.42, 'Pass-Through Transit Hub': 8.29}",SHAP subsample limit
TXN0LL3HA2SA0J714FR,0.0,Low Risk,Funnel Account Network,"{'Funnel Account Network': 71.2, 'Charity Abuse': 17.17, 'Structuring (Smurfing)': 11.04}",SHAP subsample limit
TXN8CK77S4GDSY48QMC,98.04,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 98.27, 'Charity Abuse': 0.87, 'Funnel Account Network': 0.45}",SHAP subsample limit
TXNZN73DENOMKFQIIGZ,0.15,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 83.6, 'Charity Abuse': 10.07, 'Funnel Account Network': 4.54}",SHAP subsample limit
TXNVR1582AGY1Q8OS1G,0.09,Low Risk,Money Mule Network,"{'Money Mule Network': 56.33, 'Rapid Multi-Hop Layering': 19.83, 'Funnel Account Network': 15.31}",SHAP subsample limit
TXNA5CZ1TJ91BMSA1F7,0.0,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 35.93, 'Rapid Multi-Hop Layering': 28.85, 'Money Mule Network': 20.82}",SHAP subsample limit
TXN5J9IYVHBBHKPUIUG,0.06,Low Risk,Money Mule Network,"{'Money Mule Network': 56.53, 'Rapid Multi-Hop Layering': 36.72, 'Circular Transaction Loop': 4.05}",SHAP subsample limit
TXNK81PA5TF8X8YIWPB,0.14,Low Risk,Money Mule Network,"{'Money Mule Network': 62.08, 'Rapid Multi-Hop Layering': 32.69, 'Circular Transaction Loop': 2.44}",SHAP subsample limit
TXNT4VRRJ6Z3AJR43IB,0.06,Low Risk,Funnel Account Network,"{'Funnel Account Network': 52.88, 'Structuring (Smurfing)': 31.29, 'Charity Abuse': 12.3}",SHAP subsample limit
TXNULGKD8EWRR8HGBTS,0.05,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.1, 'Charity Abuse': 0.42, 'Funnel Account Network': 0.31}",SHAP subsample limit
TXNYV5YQLJ4Q1CMRNB7,93.09,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 97.83, 'Rapid Multi-Hop Layering': 1.5, 'Circular Transaction Loop': 0.37}",SHAP subsample limit
TXN420UD76ANETJ8Y2A,0.06,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 49.48, 'Charity Abuse': 30.48, 'Funnel Account Network': 15.32}",SHAP subsample limit
TXNQ5WBLOV1M3OB9FPM,0.0,Low Risk,Money Mule Network,"{'Money Mule Network': 36.29, 'Rapid Multi-Hop Layering': 30.3, 'Structuring (Smurfing)': 21.39}",SHAP subsample limit
TXNATH9MB5QXE8S4P2K,98.09,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 67.91, 'Circular Transaction Loop': 16.42, 'Underground Banking (Hawala)': 5.21}",SHAP subsample limit
TXNO8G8KLQUXZ3C5HIY,98.13,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 89.83, 'Rapid Multi-Hop Layering': 5.82, 'Circular Transaction Loop': 3.66}",SHAP subsample limit
TXNU9SS3BDT927X0MW3,0.1,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 94.23, 'Funnel Account Network': 5.13, 'Pass-Through Transit Hub': 0.32}",SHAP subsample limit
TXNBU3ZPUNXEG4PG4W2,0.06,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 78.14, 'Funnel Account Network': 19.37, 'Charity Abuse': 1.58}",SHAP subsample limit
TXNT6Z8EH5M5FIP1FHH,0.55,Low Risk,Funnel Account Network,"{'Funnel Account Network': 65.02, 'Charity Abuse': 34.72, 'Third-Party Payment Web': 0.11}",SHAP subsample limit
TXN4SCWSWSO9D6V8RP6,0.02,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 55.84, 'Money Mule Network': 28.76, 'Funnel Account Network': 11.22}",SHAP subsample limit
TXNJ59UPYPRG3O3V3UL,99.53,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 99.92, 'Funnel Account Network': 0.02, 'Pass-Through Transit Hub': 0.02}",SHAP subsample limit
TXN0A2D9QO0CNS182LB,0.04,Low Risk,Money Mule Network,"{'Money Mule Network': 51.55, 'Rapid Multi-Hop Layering': 42.06, 'Circular Transaction Loop': 3.87}",SHAP subsample limit
TXNEHT13V8QDF845844,0.16,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 58.68, 'Funnel Account Network': 27.88, 'Charity Abuse': 10.52}",SHAP subsample limit
TXNXHAP57MS756CBHSR,0.09,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 71.49, 'Pass-Through Transit Hub': 25.91, 'Funnel Account Network': 1.99}",SHAP subsample limit
TXNNQWSMH7GC6EJXK6P,59.4,Critical Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 92.9, 'Charity Abuse': 3.27, 'Funnel Account Network': 1.89}",SHAP subsample limit
TXNSKRVWWBT82Z7BR1W,0.01,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 92.27, 'Charity Abuse': 2.37, 'Funnel Account Network': 1.98}",SHAP subsample limit
TXNQV43N7PL2XKR5Z6H,4.53,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 83.37, 'Money Mule Network': 8.46, 'High-Risk Corridor Transfer': 4.15}",SHAP subsample limit
TXN8DZ8TYNWB5CCLE6E,0.04,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 62.85, 'Money Mule Network': 25.22, 'Circular Transaction Loop': 7.87}",SHAP subsample limit
TXN2ZVV2W04PUO1DEJO,0.61,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 97.99, 'Funnel Account Network': 0.85, 'Pass-Through Transit Hub': 0.33}",SHAP subsample limit
TXN0RKM5P91NIZCTKXT,0.06,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 98.86, 'Funnel Account Network': 0.71, 'Pass-Through Transit Hub': 0.23}",SHAP subsample limit
